District,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Serchhip,56435.518491506744,57607.69193888293,60274.87161297246,61291.218084051005,62737.99012175269,62453.52145245156,88846.0632991219,75053.95225934003,62425.18914272185,68987.1083783186,69388.94126681222,57631.03343669252,83445.47633189302,72352.74785193299,62751.306117338005,78740.95122458755,78485.30712772883,83423.4453303614,78953.71909686404,89525.85594454936,129767.47812861264,63089.10825219389,206874.1747721124,234499.92348413065,153945.25328776927,235028.78392426073,225308.91451159224,238956.27721631038,148523.45958968787,204612.78126728605,237165.7973400335
Dimapur,106767.49450419005,121446.16785189684,105896.09098291739,105854.57333559038,147265.13931919623,143119.9624349854,147265.13931919623,153096.6006683242,145213.4044031954,158519.05803454877,163318.48295729392,135406.31156400958,198586.32797431442,166449.1350455026,161794.80349604675,209758.31433802765,206621.5126030664,230975.18999556103,230660.2832708163,227280.091530233,194092.89538537952,209291.80940004997,357265.8222984074,354039.5490459026,237186.93028549768,344119.17998309946,237677.72871692167,339973.0853635685,342574.67070898757,296395.9004299016,294978.76618201856
Kiphire,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,52888.71374446221,54337.02783576172,61508.13690370102,52872.7555257563,61508.13690370102,52892.24540937073,59426.76475594995,59344.95756177412,61508.13690370102,61009.028256503625,58559.56897262671,62168.93288903448,58234.24401705185,57983.1228751046,65297.22937639552,59688.392942255676,59455.037039739305,58572.38712258075,202243.95736659653,223994.09053288423,204444.905795831,232263.60229036686,231979.31588400554,231306.04014171413,224104.7037009067,203019.88775399362,231356.22908566883
Kohima,84748.84809364621,83423.4453303614,84748.84809364621,89049.4218151142,92263.1191826319,96770.965395228,90769.0384915541,101744.72401127512,97617.92392787796,91960.34612210536,103987.11635633915,97946.2121678749,121616.60495911988,105538.50439430092,103902.71252685551,122420.62164229725,114905.61532447283,121442.39352032165,140328.97732639566,143421.21315606806,121457.49084662239,114184.55514845216,241167.7515258739,240665.32696224446,230919.67657287171,237464.05001019395,274320.0160184526,317754.82751778536,240463.71242965024,221307.62471634996,262353.5707255953
Longleng,58234.24401705185,73541.15160997446,112959.19299974834,58429.67974924948,59446.06914909227,61051.005738986045,58649.10974989033,53449.585250007025,61015.20998928221,61150.4777971396,58563.343304201895,56435.518491506744,61936.19928020551,58403.46396571625,60983.636716951216,62221.71895525924,59034.53806450521,53449.585250007025,57958.05139294479,58303.56304569492,57631.03343669252,59449.84348066745,164841.0108653797,148508.90559772705,151638.63432001055,198366.4845689983,166085.12687582205,250735.04856491974,161222.9103089548,205948.8481568003,205816.06616081894
Mokokchung,88601.33594279061,84132.42155006102,83601.82392572271,83248.58805224649,83470.1673911914,82059.4959609919,81537.2674769114,78683.67069943652,85390.25478612557,83413.21159562565,92255.0448676399,78626.94176812028,98348.58808563619,92237.83648603671,83537.666077966,98521.96725453138,106835.35383241317,92315.95982468447,101693.15967753956,101995.1412975157,89030.55015723826,90675.3833739222,554310.7586909994,447707.7007336479,340333.9719188237,351037.3730167966,389354.677322845,553363.2527740867,445035.1462512403,361919.4809203415,452891.1720110749
Mon,59515.39275022278,83344.84229051332,82872.83802795621,63299.36128858407,62438.987033368896,59522.94141337314,59113.51891024126,62241.81334042256,60274.87161297246,77371.27904077344,59537.542282513015,60927.273196716684,113798.51928190918,65301.003707970696,60633.290550221944,109526.2347300717,85445.91880958992,63581.69088963958,98152.25905014826,88213.45025227695,65306.95918610108,63016.356697493095,238369.91425785012,309718.09367098054,234358.55291978433,299491.0130965088,319265.11479724594,313608.7836766454,313966.1639409389,349975.49362150877,373756.72063966194
Peren,57608.697061777035,60547.41865563905,61006.766045145756,58311.09164349219,59486.692314275606,60383.81675920592,69098.81874131203,89796.89004862728,83300.53928238791,78657.13642072173,88641.43784005281,58395.91530256588,71953.89371085318,60703.11508615224,59538.88063245231,87890.32583414635,68861.60644928443,84113.7160433232,87491.65660478607,87493.0724458277,78660.91075229691,101190.94223181221,232640.55984230954,231189.05323449944,202314.35836788523,247328.1504663482,240997.45841824976,244732.4470735316,2588830.154580613,234602.96683206156,505819.5840627712
Phek,54226.27902202693,53449.585250007025,54358.05659019868,59341.18323019894,59966.598834980134,58303.56304569492,58644.09420385908,59653.09518205637,60703.563909608514,61150.4777971396,60532.0968478137,58234.24401705185,59053.546376718325,59426.76475594995,52810.90310955814,60040.61992371527,60044.394255290455,60543.64432406387,63075.93759672931,68959.61376494245,60271.09728139727,59602.54792426219,436450.6833090217,436446.90897744655,230760.8738872744,295344.93564863625,288840.49520807876,296809.58824428986,389415.0666280479,350525.29547362495,294669.43364649225
Tuensang,54200.26941786776,54483.63018630757,52810.90310955814,58306.47879892999,61932.42494863033,54337.02783576172,58470.07252903705,52933.10975166067,58462.52386588668,58462.52386588668,59537.542282513015,60919.724533566325,60900.59339981119,59634.22352418045,58226.09297813021,59685.26442844293,60447.22933203221,112962.96733132353,76208.1572009385,63016.356697493095,59553.481357679724,59640.81142721732,239344.54771882537,397760.2744171505,259647.0630591237,295519.6671723243,299462.0410478644,313674.52118685836,241293.75532718236,294824.26902805426,359943.5386749427
Wokha,62172.707220609656,68963.93120411244,59606.322255837375,74051.30721245463,127025.19023796561,78595.3305977102,85186.78122348775,98065.85250794371,83415.89666721103,83186.86633791662,95056.9775375405,78920.85470725369,83390.13426941552,78645.81342599618,83204.12280245849,83401.45726414106,84395.35652360869,144741.78430666353,88220.9989154273,91276.6168334125,91287.55916710793,91287.55916710793,272431.34363612253,236612.1878554033,229290.1916887971,295888.291368913,295061.8014766726,287225.82110485114,449659.19451845833,389623.6699647817,284974.7229137532
Zunheboto,58563.343304201895,54654.14103815909,56402.63162024901,61691.96199065011,59519.16708179796,58657.44010879781,60949.13916965399,59114.703146608554,62168.93288903448,70254.48920910787,63494.461749061935,58395.185165780065,58217.50498043531,59966.598834980134,58075.976065910225,73004.9290184861,69388.94126681222,87566.52636397949,88601.33594279061,83441.70200031782,60919.724533566325,84032.02501207116,224190.2794779518,254590.02764203504,229155.49011142796,348916.56272425386,349012.601969332,296330.9966511939,385399.0430502238,360336.46574456355,360803.95039713307
West,1440333.4405579444,967214.7483074424,1059204.220106905,1029419.6411547704,1041442.944481365,1041869.4439493607,1041541.0771023198,1076713.3039165726,1061657.8988568522,1130103.4123508018,1135164.0566029912,1121655.4669867593,1087683.189962881,1189274.9312031323,1129546.5598561584,1129708.8561138911,1135167.8309345662,1125163.913318983,1128678.2961673308,1163310.5093456656,1143239.951670104,1142883.4816771569,1142529.2184739467,1143130.496054424,1143862.4937211948,1142366.3982513566,1142007.8367517143,1151282.9061740728,1152199.8552881638,1152399.8948616486,1157533.5230372988
Anugul,229043.89110327765,370312.76787937124,296961.91672636074,349224.4261427217,367428.80900182045,347440.7482074441,369608.0668412353,369879.5046230774,384180.77894118824,377630.108962212,375505.624396777,373155.48074242775,421496.51274940325,389779.18947909586,368837.3333981824,414343.6530016095,413530.4840116307,465479.02393517894,545336.0982106462,530396.2520427048,586868.6087180313,572568.124742867,1175718.9777016875,1401258.983391647,1071215.8770172386,1009550.4408116738,1027882.3715369453,1063295.5832690718,949389.1858876928,1005305.3051200487,3081075.041983304
Balangir,153923.79550964324,147311.34995487498,153303.46311565491,197013.14420272224,303416.17455082457,208996.22375727366,234337.6673843543,202191.08337514428,227263.3745602107,207603.87622036762,224057.84274154282,206695.42569179097,305288.1688827936,252195.38016150167,206682.33010652312,244255.40266409583,208771.51775411642,350478.985852163,234557.63866770666,241050.8291632109,380600.4748787146,360769.98141295643,815622.9402860603,809399.2503444265,765325.2889248732,1002831.4583644293,1935609.7826173336,918075.2583523447,1009821.1417797337,914009.9666473935,1006763.303607619
Baleshwar,153689.19990404358,250719.95123861893,204494.0901203008,232378.48330985275,241595.63162007823,240989.90975509942,295542.3131617754,349543.56232685474,352775.2302127361,242846.7919639277,352821.6385703091,286916.7770726955,376513.4794774369,366962.4808147531,314859.38434329483,368431.45490839775,342493.3035885396,310863.83967010427,315368.9578977725,373910.3537480344,374879.08535529673,373250.83722643554,571670.517631,572785.3295136895,566189.8937933933,579595.2178428674,671298.6485447295,622707.2024175468,636601.2792656111,688950.33129818,859684.9080288013
Bargarh,153916.24684649287,166653.28967805518,166628.9570419863,242718.15507178174,229653.14881142636,217277.23397222382,237954.4919544745,193856.98711566583,236423.58669678224,231655.1955595157,244693.59980062328,202194.85770671946,238365.50678765506,242003.4644893075,229298.09239600317,385192.35745536914,257867.31729029104,243655.7421182473,241876.95321761642,356829.78509276896,288118.4593284934,296453.6238390024,639788.3872316873,827387.5619429977,676886.6402859051,820313.0900589634,791581.4769399795,761006.6835999348,835015.6879024009,939504.4185609305,829029.3885800183
Bauda,61294.992415626184,58217.50498043531,113798.51928190918,88641.43784005281,83281.08050636828,84035.79934364634,85896.00044899771,98148.48471857309,84438.64110075889,63320.55247442715,92327.28281941001,88435.40798334395,87504.39544055324,101202.26522653775,112959.19299974834,78623.16743654509,81851.93442212205,91563.22700987132,101228.68554756405,83227.52641722653,92909.1093763009,85394.02911770075,379166.3070426045,389915.0654158024,367015.3214568056,413013.1518300926,448730.16831679124,375931.0048668932,372804.3271941101,470725.5934004001,461325.97450649476
Bhadrak,101718.30369024882,103718.73584702669,138886.66011283838,159357.90692790615,153299.68878407974,204355.22511861543,350505.4061731892,202773.8868759457,229347.9467821311,149544.7759336189,225614.64793321004,162719.31746745994,230851.81569859743,232040.09803526977,203393.14120237436,214071.79964829105,224743.3238624078,231666.08279252853,224775.66073723146,228023.26880901412,240663.50699400704,224288.50804581438,389944.2443750173,406368.5096098375,386229.6844522821,412389.18749216315,470725.5934004001,468366.3682719131,455424.55821117666,538537.1492590212,521076.38882245024
Cuttack,375830.80830764974,340891.6966961536,299044.9829325949,372701.99535765377,373213.0939106837,372047.1430478925,400482.39091998985,366832.7039671075,436634.46294451895,408676.79849982564,406813.7762407114,404852.9942436532,534210.2448635799,509500.967890146,412450.21173759113,530459.0898196865,440830.83507727407,508925.2752769906,541141.251994233,538117.5945924249,568083.2716489701,575685.0724172759,770362.2245257549,758148.5089497004,898897.1213124698,951931.1613650146,957019.0711069498,931038.1344838549,874662.9271795336,968869.9575814506,1145912.346395624
Debagarh,60439.680668881854,69098.81874131203,68965.86094576813,81851.93442212205,81533.49314533621,69510.02314057072,87563.22257946471,120945.4770258867,82898.23275544924,87500.62110897806,97144.01850282284,92053.18156204175,109366.03846650942,99158.93374711108,90845.39373322566,110876.95667786636,101286.18349949142,113438.63995763789,101442.01066633314,101856.94297176256,112682.39470218787,113100.66117183713,373288.5805421874,375665.0237897616,296764.2962653877,410894.4979641367,395819.06312336953,375697.44645348395,310875.1626648298,401285.55732722813,407234.91615411866
Dhenkanal,204936.67550362644,206674.78144337275,192674.95618299357,225746.2394044058,230539.38193683015,235025.00959268553,236023.69507605923,214784.30540669605,341482.3128524171,230427.622594865,243657.99089777458,232126.7771729118,289954.8396122455,349020.1506324824,250641.80062281934,288897.52172508213,449651.645855308,366062.77412313694,287968.1294579681,368649.7190417044,384742.18664756214,409349.31034658034,636463.7563889081,729450.8205787052,638297.5614501019,788804.0579400795,755422.8183357458,724010.3912166803,767133.517673229,824163.1173138596,840789.4881484853
Gajapati,90633.3422169502,90672.4896468292,101532.57977991893,108203.08413706646,105034.49710501016,101088.04015736734,106863.20191541237,100097.7975408213,111897.66679333331,121255.9841832234,125945.71982783952,103707.41285230115,150264.00126948653,105292.05426718004,116076.41004828057,112853.98500502929,121291.00467311816,148244.83082745617,119554.98207264037,114771.46442656215,147757.6398815488,144548.32496061025,362471.4153874468,415180.9016027606,373347.97165276203,535486.8875478933,515943.70253090793,523346.75051598606,412736.22516482207,593545.4740599296,451269.8063221099
Ganjam,231406.72720590417,353781.43526950135,977010.0101601413,371963.6674571554,369380.29545508994,316537.98474240425,373189.4497266044,320917.1328113501,409096.4301310431,358620.8981152133,372102.80328237306,298049.4961049185,410282.32175116235,368634.3280056639,382666.3947432242,408857.0843598162,401456.06303435884,409331.2871799365,376982.23424136295,416748.31030653365,477618.6209849433,461766.00605650665,911211.41829012,962032.5002482292,1859413.830712109,996488.6396854889,1035414.7915599995,1042471.4231610951,991287.9435600225,1105024.3562978425,1124946.6199723266
